1	791037
2	12140
3	2910
4	1203
5	580
6	387
7	220
8	158
9	105
10	92
11	74
12	43
13	47
14	35
15	33
16	29
17	19
18	21
19	11
20	6
21	12
22	11
23	6
24	11
25	9
26	3
27	9
28	9
29	2
30	8
31	5
32	7
33	7
34	2
35	3
36	4
37	2
38	1
39	1
40	1
41	2
42	2
43	2
44	1
45	1
46	1
47	1
52	1
53	1
54	1
57	1
58	2
61	3
64	1
65	1
67	1
69	1
73	1
87	1
90	1
92	2
94	1
104	1
111	1
114	1
115	1
122	1
123	1
125	1
163	1
193	1
211	1
280	1
742	1
1125	1
1233	10
