65	29
1	790167
142	5
106	11
731	1
16	621
30575	1
10	1730
46	44
621	1
9	2153
2	75599
5	8014
3	26441
4	13384
281	1
8	2813
866	1
20	335
47	56
747	1
60	21
11	1397
42	80
232	1
853	1
91	10
6	5404
21	336
15	688
14	835
591	1
35	108
41	81
22	273
963	2
18	433
293	1
13	1002
44	58
694	1
25	211
1048	1
67	20
78	15
12	1161
7	3763
927	1
441	1
269	2
17	524
503	1
1317	1
45	56
877	1
90	10
740	1
782	1
164	3
99	9
19	377
26	189
624	1
1280	1
511	2
38	91
1040	1
32	125
82	12
1099	1
210	2
154	2
55	40
101	14
28	193
34	120
235	2
23	286
76	17
1638	1
98	6
626	1
452	1
227	2
852	1
373	1
143	5
950	1
61	26
678	1
64	17
56	42
1586	1
54	35
113	4
526	1
102	13
725	1
59	33
95	12
57	35
831	1
73	16
79	23
111	6
27	190
138	4
40	73
477	1
299	1
49	49
37	90
30	149
165	3
134	7
539	1
297	2
39	71
644	2
964	1
230	1
699	2
84	10
541	1
600	1
333	1
58	29
612	1
268	2
772	1
768	1
912	1
896	1
408	1
663	1
50	41
467	1
110	9
199	2
1378	1
861	1
243	1
36	90
389	1
31	164
283	1
136	4
326	1
1233	20
1125	1
1511	1
1327	1
159	3
51	38
319	1
109	7
24	259
382	2
153	1
1103	1
71	13
204	1
87	8
186	4
167	2
156	2
844	1
404	1
69	23
278	1
208	1
43	61
719	1
114	4
86	19
121	6
593	1
315	1
984	1
75	16
119	6
655	1
117	3
616	1
759	1
29	191
33	129
529	1
676	1
104	4
179	1
848	1
124	2
274	1
457	1
547	1
193	1
816	1
236	2
83	13
72	16
145	3
66	22
1025	1
426	1
158	2
103	12
77	18
53	40
1055	1
224	3
660	1
214	1
81	14
805	1
93	6
791	1
182	3
393	1
129	2
105	5
112	7
217	1
528	1
307	1
80	20
1284	1
599	1
1150	1
1415	1
96	9
89	9
298	1
1031	1
205	1
865	1
116	4
168	3
207	1
194	1
115	3
52	30
88	11
248	1
398	1
123	6
175	2
233	4
174	1
634	1
474	1
108	5
219	1
97	7
151	3
132	6
48	45
1043	1
1717	1
499	1
62	32
141	4
397	1
407	1
698	1
1174	1
226	1
68	21
265	1
200	1
161	3
172	2
820	1
834	1
140	2
718	1
231	1
215	1
185	1
63	22
506	1
127	2
788	1
345	2
128	4
130	5
195	3
92	8
253	2
70	12
554	1
170	1
247	1
85	8
280	1
567	1
225	1
335	1
353	1
276	1
171	1
203	1
354	1
945	1
146	3
466	1
126	4
374	1
272	2
263	1
250	1
173	2
190	2
107	8
348	1
118	4
137	3
187	1
557	1
302	1
427	1
122	2
792	1
160	2
148	4
450	1
191	1
392	1
460	1
74	5
155	3
445	1
331	1
178	1
717	1
100	9
192	3
565	1
238	1
291	1
184	1
139	1
163	4
162	1
131	2
180	1
239	1
120	4
133	2
292	1
304	1
222	1
220	1
157	2
218	1
144	1
150	3
417	1
271	1
189	1
196	1
201	2
125	3
94	3
282	1
341	1
209	1
135	1
211	1
183	1
287	1
149	1
