1	790167
2	75599
3	26441
4	13384
5	8014
6	5404
7	3763
8	2813
9	2153
10	1730
11	1397
12	1161
13	1002
14	835
15	688
16	621
17	524
18	433
19	377
20	335
21	336
22	273
23	286
24	259
25	211
26	189
27	190
28	193
29	191
30	149
31	164
32	125
33	129
34	120
35	108
36	90
37	90
38	91
39	71
40	73
41	81
42	80
43	61
44	58
45	56
46	44
47	56
48	45
49	49
50	41
51	38
52	30
53	40
54	35
55	40
56	42
57	35
58	29
59	33
60	21
61	26
62	32
63	22
64	17
65	29
66	22
67	20
68	21
69	23
70	12
71	13
72	16
73	16
74	5
75	16
76	17
77	18
78	15
79	23
80	20
81	14
82	12
83	13
84	10
85	8
86	19
87	8
88	11
89	9
90	10
91	10
92	8
93	6
94	3
95	12
96	9
97	7
98	6
99	9
100	9
101	14
102	13
103	12
104	4
105	5
106	11
107	8
108	5
109	7
110	9
111	6
112	7
113	4
114	4
115	3
116	4
117	3
118	4
119	6
120	4
121	6
122	2
123	6
124	2
125	3
126	4
127	2
128	4
129	2
130	5
131	2
132	6
133	2
134	7
135	1
136	4
137	3
138	4
139	1
140	2
141	4
142	5
143	5
144	1
145	3
146	3
148	4
149	1
150	3
151	3
153	1
154	2
155	3
156	2
157	2
158	2
159	3
160	2
161	3
162	1
163	4
164	3
165	3
167	2
168	3
170	1
171	1
172	2
173	2
174	1
175	2
178	1
179	1
180	1
182	3
183	1
184	1
185	1
186	4
187	1
189	1
190	2
191	1
192	3
193	1
194	1
195	3
196	1
199	2
200	1
201	2
203	1
204	1
205	1
207	1
208	1
209	1
210	2
211	1
214	1
215	1
217	1
218	1
219	1
220	1
222	1
224	3
225	1
226	1
227	2
230	1
231	1
232	1
233	4
235	2
236	2
238	1
239	1
243	1
247	1
248	1
250	1
253	2
263	1
265	1
268	2
269	2
271	1
272	2
274	1
276	1
278	1
280	1
281	1
282	1
283	1
287	1
291	1
292	1
293	1
297	2
298	1
299	1
302	1
304	1
307	1
315	1
319	1
326	1
331	1
333	1
335	1
341	1
345	2
348	1
353	1
354	1
373	1
374	1
382	2
389	1
392	1
393	1
397	1
398	1
404	1
407	1
408	1
417	1
426	1
427	1
441	1
445	1
450	1
452	1
457	1
460	1
466	1
467	1
474	1
477	1
499	1
503	1
506	1
511	2
526	1
528	1
529	1
539	1
541	1
547	1
554	1
557	1
565	1
567	1
591	1
593	1
599	1
600	1
612	1
616	1
621	1
624	1
626	1
634	1
644	2
655	1
660	1
663	1
676	1
678	1
694	1
698	1
699	2
717	1
718	1
719	1
725	1
731	1
740	1
747	1
759	1
768	1
772	1
782	1
788	1
791	1
792	1
805	1
816	1
820	1
831	1
834	1
844	1
848	1
852	1
853	1
861	1
865	1
866	1
877	1
896	1
912	1
927	1
945	1
950	1
963	2
964	1
984	1
1025	1
1031	1
1040	1
1043	1
1048	1
1055	1
1099	1
1103	1
1125	1
1150	1
1174	1
1233	20
1280	1
1284	1
1317	1
1327	1
1378	1
1415	1
1511	1
1586	1
1638	1
1717	1
30575	1
