1	278504
2	53382
3	23406
4	13829
5	9187
6	6680
7	4977
8	3945
9	3171
10	2562
11	2237
12	1930
13	1625
14	1442
15	1236
16	1091
17	955
18	845
19	765
20	717
21	646
22	615
23	561
24	483
25	450
26	441
27	404
28	391
29	342
30	324
31	309
32	298
33	295
34	259
35	237
36	218
37	242
38	204
39	185
40	208
41	188
42	185
43	171
44	155
45	160
46	152
47	143
48	136
49	118
50	122
51	127
52	120
53	108
54	112
55	99
56	92
57	86
58	79
59	100
60	95
61	84
62	89
63	89
64	75
65	68
66	83
67	57
68	61
69	57
70	60
71	48
72	51
73	65
74	58
75	53
76	46
77	38
78	38
79	36
80	40
81	48
82	45
83	57
84	57
85	45
86	35
87	45
88	35
89	30
90	38
91	40
92	42
93	31
94	36
95	39
96	27
97	34
98	22
99	19
100	37
101	25
102	26
103	38
104	25
105	24
106	22
107	42
108	24
109	26
110	27
111	19
112	21
113	20
114	16
115	19
116	18
117	24
118	21
119	24
120	16
121	17
122	14
123	21
124	18
125	16
126	22
127	25
128	24
129	17
130	19
131	22
132	12
133	19
134	20
135	15
136	18
137	22
138	13
139	16
140	14
141	17
142	15
143	19
144	14
145	23
146	15
147	12
148	20
149	16
150	18
151	9
152	8
153	7
154	18
155	17
156	11
157	9
158	9
159	7
160	13
161	11
162	12
163	9
164	9
165	11
166	13
167	8
168	11
169	8
170	9
171	10
172	8
173	16
174	5
175	10
176	10
177	7
178	16
179	11
180	17
181	12
182	15
183	12
184	7
185	8
186	8
187	3
188	13
189	15
190	10
191	8
192	12
193	13
194	12
195	14
196	10
197	14
198	13
199	10
200	8
201	9
202	5
203	6
204	13
205	10
206	9
207	8
208	1
209	5
210	5
211	5
212	7
213	6
214	6
215	10
216	6
217	11
218	9
219	9
220	8
221	3
222	6
223	4
224	4
225	9
226	4
227	10
228	8
229	5
230	6
231	6
232	7
233	7
234	7
235	3
236	3
237	7
238	4
239	7
240	6
241	6
242	4
243	6
244	5
245	6
246	6
247	3
248	5
249	8
250	7
251	6
252	6
253	6
254	7
255	4
256	5
257	11
258	2
259	3
260	4
261	7
262	8
263	9
264	9
265	11
266	9
267	2
268	3
269	9
270	4
271	6
272	5
273	5
274	3
275	9
276	8
277	5
278	5
279	7
280	4
281	8
282	4
283	4
284	8
285	6
286	10
287	3
288	5
289	8
290	4
291	5
292	7
293	6
294	6
295	4
296	5
297	5
298	3
299	3
300	6
301	4
302	5
303	5
304	4
305	2
306	6
307	3
308	5
309	6
310	3
311	10
312	7
313	6
314	2
315	3
316	5
317	5
318	3
319	6
320	4
321	3
322	8
323	3
324	5
325	2
326	10
327	4
328	7
329	6
330	2
331	5
332	4
333	4
334	2
335	5
336	2
337	6
338	3
339	3
340	6
341	1
342	4
343	7
344	3
345	4
346	2
347	1
348	6
349	1
350	3
351	4
352	3
353	6
354	1
355	3
356	1
357	1
358	4
359	5
360	3
361	4
362	4
363	2
364	3
365	3
366	2
367	2
368	3
369	6
370	5
371	6
372	2
373	2
374	3
375	5
376	4
377	6
378	3
379	2
380	1
381	1
382	3
383	4
384	3
385	3
386	4
387	2
388	2
389	6
390	2
391	1
392	3
393	2
394	3
395	7
396	2
397	4
398	2
399	6
400	1
401	1
402	3
403	5
404	3
405	2
406	4
408	1
409	4
410	2
411	4
412	3
413	3
414	1
415	2
416	3
417	3
418	2
419	5
420	2
422	6
423	2
424	1
425	3
426	6
427	1
428	3
429	5
431	1
433	5
434	2
435	1
436	2
437	2
438	1
439	2
440	3
441	4
442	3
443	3
444	2
445	4
446	2
447	6
448	2
449	3
450	5
451	5
452	1
453	1
454	1
455	5
456	2
457	2
458	3
460	3
462	3
463	1
464	1
465	3
467	2
469	2
471	3
473	2
474	1
475	5
476	3
479	4
480	3
481	4
483	1
484	1
485	1
486	3
487	1
489	3
490	2
492	1
494	1
495	1
496	4
497	5
498	1
499	2
501	1
502	1
503	2
504	2
505	1
506	1
507	1
508	1
509	1
510	1
511	3
512	4
513	3
515	1
516	3
517	1
518	1
519	2
520	1
521	1
522	2
523	4
524	2
525	3
527	1
528	2
530	1
531	2
532	2
533	3
534	1
535	1
536	2
537	2
539	2
540	1
541	5
542	2
544	1
545	1
546	1
547	1
552	2
554	2
558	2
559	2
561	1
562	1
564	2
565	4
566	1
567	2
568	1
570	2
571	1
573	1
574	3
575	2
576	1
577	2
578	3
579	2
580	2
581	1
582	1
583	2
584	2
585	1
589	2
590	2
591	4
592	1
593	1
594	2
595	1
598	1
599	1
602	2
606	1
607	2
608	1
609	1
611	1
612	2
613	2
617	2
619	1
620	2
621	1
622	1
623	3
624	2
626	1
627	1
628	2
629	1
632	3
634	2
635	3
636	1
637	2
638	1
639	1
641	3
642	1
643	1
644	1
645	1
646	2
647	2
654	2
656	1
657	1
659	1
660	2
662	1
663	1
665	1
666	2
669	1
671	2
672	1
674	1
675	4
676	1
677	3
680	1
681	1
683	1
684	2
685	1
686	1
687	1
693	1
694	1
696	1
697	1
698	1
701	2
702	1
703	1
706	3
708	2
713	3
715	1
716	2
717	2
719	3
720	1
723	2
729	2
732	1
733	1
734	1
735	2
736	1
737	1
738	1
742	1
744	1
745	1
746	1
747	2
751	2
753	1
755	2
758	1
762	1
764	1
766	1
767	1
769	2
770	2
771	3
773	1
774	1
776	1
780	2
784	1
787	1
788	1
791	2
792	1
794	1
798	2
799	1
801	1
804	1
806	1
807	1
808	1
812	1
813	1
821	1
824	2
826	1
832	2
835	1
836	1
837	2
839	1
842	1
849	1
850	2
856	1
858	1
862	1
869	1
881	1
888	1
892	1
896	1
897	1
