397089	1
304	4
11487	1
111	19
921	1
1097	1
108	24
248	5
9444	1
44	155
12854	1
16	1091
54	112
14530	1
12890	1
13744	1
10623	1
120	16
1	278504
133	19
240	6
8	3945
103	38
263	9
36	218
95	39
297	5
181	12
3475	1
179	11
3985	1
162	12
6	6680
71	48
10	2562
14040	1
148	20
32	298
12	1930
2	53382
14244	1
11981	1
70	60
145	23
10365	1
17	955
943	1
687	1
5	9187
399	6
166	13
1824	1
19	765
93	31
138	13
20	717
10940	1
13	1625
12167	1
12020	1
403	5
13487	1
5633	1
9	3171
216	6
39	185
241	6
3395	1
396	2
3511	1
389	6
11025	1
28	391
321	3
5417	1
12721	1
129	17
1383	1
177	7
584	2
10955	1
174	5
60	95
86	35
1475	1
347	1
116	18
1859	1
1041	1
214	6
275	9
8867	1
225	9
1062	1
447	6
141	17
14860	1
46	152
21	646
14165	1
11493	1
343	7
66	83
15	1236
37	242
261	7
3	23406
63	89
1007	1
1957	1
202	5
224	4
11559	1
88	35
589	2
832	2
3999	1
531	2
3565	1
55	99
329	6
244	5
14818	1
317	5
99	19
462	3
41	188
18	845
713	3
675	4
75	53
11030	1
369	6
575	2
4912	1
3325	1
64	75
12601	1
306	6
672	1
8946	1
613	2
357	1
302	5
10968	1
254	7
269	9
2669	1
82	45
2612	1
12186	1
358	4
31	309
719	3
112	21
479	4
74	58
9865	1
4009	1
4	13829
49	118
134	20
213	6
3398	1
1013	1
437	2
335	5
81	48
160	13
12810	1
10264	1
2108	1
52	120
685	1
2946	1
30	324
286	10
12254	1
87	45
10142	1
813	1
45	160
10619	1
821	1
426	6
34	259
2922	1
425	3
25	450
716	2
288	5
11293	1
1009	1
175	10
3418	1
98	22
279	7
24	483
29	342
3611	1
308	5
11	2237
1027	1
79	36
270	4
42	185
355	3
12174	1
611	1
62	89
316	5
13906	1
5258	1
807	1
296	5
10443	1
780	2
451	5
57	86
2706	1
455	5
100	37
169	8
2763	1
76	46
2903	1
101	25
121	17
12483	1
410	2
3583	1
635	3
124	18
26	441
61	84
4216	1
3267	1
201	9
38	204
196	10
3297	1
3827	1
1005	1
200	8
33	295
967	1
90	38
9910	1
383	4
47	143
701	2
215	10
9291	1
552	2
22	615
53	108
535	1
284	8
386	4
697	1
43	171
289	8
708	2
8569	1
2361	1
12412	1
1857	1
1255	1
149	16
8576	1
393	2
3614	1
67	57
480	3
163	9
3126	1
242	4
351	4
641	3
251	6
623	3
12252	1
143	19
249	8
1310	1
892	1
211	5
182	15
91	40
808	1
371	6
862	1
